com.samsung.shealth.vitality_score,6311013,4
activity_level,activity_score,create_sh_ver,active_time_scale,activity_balance_short_term_activity,activity_balance_long_term_activity,shr_balance_scale,mvpa_time_optimal_range_max,mvpa_time_optimal_range_min,max_hr,active_time,shrv_balance_scale,main_sleep_wake_up_time,mvpa_impulse_optimal_range_max,mvpa_impulse_optimal_range_min,shr_baseline_max,shr_baseline_min,shr_calculation_index,mvpa_time,skin_temperature_scale,modify_sh_ver,sleep_balance,update_time,create_time,total_score,data_version,avg_mid_sleep_time,mvpa_time_range_max,mvpa_time_range_min,mvpa_impulse,shrv_calculation_index,sleep_regularity_scale,stable_hr_time_rate,active_time_optimal_range_max,active_time_optimal_range_min,sleep_timing,shr_score,shr_value,mvpa_impulse_scale,sleep_regularity,sleep_timing_scale,prev_shrv_avg,mvpa_time_scale,deviceuuid,sleep_score,sleep_duration_scale,activity_balance,activity_balance_range_max,activity_balance_range_min,mvpa_impulse_range_max,mvpa_impulse_range_min,pkg_name,sleep_balance_scale,shrv_score,shrv_value,sleep_duration,skin_temperature_optimal_range_max,skin_temperature_optimal_range_min,activity_balance_scale,active_time_range_max,active_time_range_min,shrv_baseline_max,shrv_baseline_min,datauuid,prev_shr_avg,day_time,shrv_penalty,activity_balance_optimal_range_max,activity_balance_optimal_range_min
180003,78.4579,63030110,92.79299,6.220098,8.213895,87.740746,803685,60000,192.0,4088536,99.463295,1756182030000,-1.0,0.0,54.624058,51.749107,-1,0,,63030110,1.2530394,2025-08-26 10:45:59.749,2025-08-26 10:45:59.749,81.1304,3,0.0,5910041,0,-1.0,-1,86.44878,0.5882353,5547784,3576449,23.383333,87.740746,55.536232,-1.0,77.33333,88.833336,48.793686,93.98853,5sl+lZ1Pby,71.97362,85.70833,0.7572653,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,83.856,99.463295,49.24827,25370000,,,80.43592,14320225,0,63.22971,44.274593,188069e6-86a0-4f39-9b66-2f276d0c6da5,57.49901,2025-08-26 00:00:00.000,0,1.1666666,0.8333333,
180003,65.26734,63030110,77.62316,4.7966976,7.449083,79.76874,474904,60000,192.0,2428774,87.98256,1756273560000,-1.0,0.0,54.420277,51.556053,-1,0,,63030110,0.8286069,2025-08-27 10:58:17.019,2025-08-27 10:58:17.019,77.57614,3,0.0,5073785,0,-1.0,-1,89.08927,0.80661577,4875962,3088182,23.216667,79.76874,57.350746,-1.0,81.75,87.16667,47.57859,98.785904,5sl+lZ1Pby,77.08689,81.13889,0.6439313,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,88.38402,87.98256,44.03668,23810000,,,72.95382,12831583,0,61.551575,43.19926,1591b895-fe55-4d77-ae04-c9734b3d51b8,57.284504,2025-08-27 00:00:00.000,0,1.1666666,0.8333333,
180003,87.37599,63030110,69.03079,7.045658,7.837599,84.30818,557222,60000,192.0,6584115,93.243546,1756360320000,134.30836,100.84,54.242203,51.387352,-1,79999,,63030110,0.83484113,2025-08-28 10:58:44.707,2025-08-28 10:58:44.707,85.192604,3,0.0,5452525,0,125.76253,-1,89.20552,0.45107397,5269329,3388305,22.883333,84.30818,55.867134,88.7676,81.94444,84.416664,48.0763,98.55977,5sl+lZ1Pby,83.18234,82.02778,0.89895624,2.65,0.0,220.0,99.84,com.sec.android.app.shealth,88.296616,93.243546,54.0054,24130000,,,90.90607,13639885,0,62.23862,43.63981,30657130-189a-44c9-9470-f4304d72341f,57.097057,2025-08-28 00:00:00.000,0,1.1666666,0.8333333,
180003,50.924408,63030110,43.13439,13.190322,9.469904,74.711334,1237708,60000,192.0,11255324,96.418274,1756447080000,172.35034,100.84,54.477936,51.610676,-1,1426631,,63030110,0.79268366,2025-08-29 10:59:06.847,2025-08-29 10:59:06.847,75.53874,3,0.0,7440004,0,135.71794,-1,90.92156,0.6827957,6741113,4468336,23.766666,74.711334,58.834007,98.459,84.814804,92.66666,48.57417,82.958176,5sl+lZ1Pby,81.01471,81.309525,1.3928676,2.65,0.0,220.0,99.84,com.sec.android.app.shealth,88.88762,96.418274,51.671463,23871428,,,69.64192,16854972,0,62.926346,44.08038,b31201ed-361a-4aa4-b982-f780ab2ea41f,57.345196,2025-08-29 00:00:00.000,0,1.1666666,0.8333333,
180003,81.79646,63030110,93.24762,12.868144,10.631147,76.39847,1643016,73954,192.0,5896212,95.7601,1756622370000,-1.0,0.0,54.087017,51.240334,-1,0,,63030110,1.322444,2025-08-31 12:07:53.264,2025-08-31 12:07:53.264,86.71257,3,0.0,8625343,0,-1.0,-1,94.40347,0.77511114,7746234,5194759,21.283333,76.39847,57.958942,-1.0,90.638885,76.416664,50.97621,84.05734,5sl+lZ1Pby,99.125626,83.36111,1.210419,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,83.422226,95.7601,54.896065,24610000,,,82.374855,19100298,0,66.25096,46.20441,4065d8d4-3c48-4fd0-b8cf-3ddbbd2f41d2,56.933704,2025-08-31 00:00:00.000,0,1.1666666,0.8333333,
180003,73.4422,63030110,70.55026,14.484441,12.710368,91.291504,2313273,459375,192.0,4476967,93.22327,1756796730000,-1.0,0.0,54.006874,51.164406,-1,0,,63030110,1.1509826,2025-09-02 12:47:51.119,2025-09-02 12:47:51.119,90.27886,3,0.0,10563120,0,-1.0,-1,96.96924,0.89304256,9505162,6454674,23.066668,91.291504,54.23588,-1.0,94.93056,85.66667,52.506565,80.04422,5sl+lZ1Pby,99.60932,91.40001,1.1395768,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,84.49386,93.22327,59.15949,26736000,,,87.438095,23079836,0,68.374565,47.556328,80c3be84-bc1d-42e7-86c0-1e0810a194b9,56.849342,2025-09-02 00:00:00.000,0,1.1666666,0.8333333,
180003,74.55408,63030110,83.89829,7.212042,10.43527,82.47269,1298019,60000,192.0,4811982,93.40875,1756949100000,-1.0,0.0,53.936844,51.098064,-1,0,,63030110,2.7526312,2025-09-04 06:25:53.259,2025-09-04 06:25:53.259,66.329346,3,0.0,7971558,0,-1.0,-1,88.734985,0.82258064,7454405,4949940,23.35,82.47269,56.073685,-1.0,81.157394,88.5,54.356476,89.03392,5sl+lZ1Pby,45.28065,79.166664,0.6911217,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,74.420815,93.40875,52.02221,23100000,,,76.4673,18599274,0,70.94711,49.18923,ae30c742-83a7-46b5-ab81-23b484e8af7f,56.775627,2025-09-04 00:00:00.000,0,1.1666666,0.8333333,
180003,77.542816,63030110,51.677673,12.1032,11.390243,71.43306,1578147,60000,192.0,12235938,88.958786,1757051820000,-1.0,0.0,53.948406,51.109016,-1,0,,63030110,2.8607557,2025-09-05 11:03:10.507,2025-09-05 11:03:10.507,59.487,3,0.0,8737312,0,-1.0,-1,79.36974,0.9607143,8171960,5438302,1.2833333,71.43306,58.882683,-1.0,66.89815,92.16667,53.9462,85.57161,5sl+lZ1Pby,40.84402,75.333336,1.0625937,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,73.66293,88.958786,50.129017,21720000,,,94.36656,20336740,0,70.376076,48.827213,df38f2c8-ad01-419f-9466-24bdc739210f,56.787796,2025-09-05 00:00:00.000,0,1.1666666,0.8333333,
180003,85.993324,63030110,74.193924,13.234591,11.866552,78.57666,1718223,60000,192.0,10081174,96.410904,1757141640000,197.25717,102.89925,54.044563,51.20011,-1,178300,,63030110,2.5615501,2025-09-06 12:27:17.243,2025-09-06 12:27:17.243,77.3475,3,0.0,9124206,0,128.08875,-1,82.745186,0.80526316,8580665,5732693,0.56666666,78.57666,57.293877,93.0087,71.7014,99.333336,54.81448,86.19046,5sl+lZ1Pby,62.529602,75.933334,1.1152853,2.65,0.0,220.0,99.84,com.sec.android.app.shealth,75.67781,96.410904,58.429634,21936000,,,89.62433,21254144,0,71.58496,49.593292,f29e06ee-691b-4efd-8c12-1848d207ca70,56.889015,2025-09-06 00:00:00.000,0,1.1666666,0.8333333,
180003,75.01164,63030110,81.24576,7.642458,10.257522,90.51239,1124135,60000,192.0,4408720,94.03394,1757314740000,165.68828,100.84,53.213425,50.41272,-1,104744,,63030110,1.9733248,2025-09-08 12:39:07.310,2025-09-08 12:39:07.310,79.69963,3,0.0,7810234,0,123.82107,-1,82.15956,0.30588236,7332634,4870830,1.3166666,90.51239,53.58454,99.27109,70.86806,91.833336,56.27775,93.7526,5sl+lZ1Pby,68.41319,65.27501,0.7450589,2.65,0.0,220.0,99.84,com.sec.android.app.shealth,79.35422,94.03394,62.625088,19266000,,,79.70354,18287670,0,73.6251,50.88366,232e0938-554f-4874-bea3-6f028657804d,56.014133,2025-09-08 00:00:00.000,0,1.1666666,0.8333333,
180003,55.275734,63030110,57.56601,4.9051485,9.03023,80.60803,659359,60000,192.0,1560844,99.66936,1757399370000,-1.0,0.0,53.595024,50.774235,-1,0,,63030110,1.8478487,2025-09-09 12:05:43.077,2025-09-09 12:05:43.077,80.38588,3,0.0,6433023,0,-1.0,-1,84.72164,0.7867403,6203812,4036557,22.95,80.60803,56.2443,-1.0,74.5139,84.75,55.54878,99.75412,5sl+lZ1Pby,86.3208,63.824993,0.543192,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,80.13844,99.66936,55.425938,18918000,,,63.887283,15848098,0,72.608284,50.240932,440dedf2-5576-411e-af24-e70cdb0c2250,56.415817,2025-09-09 00:00:00.000,0,1.1666666,0.8333333,
180003,78.54695,63030110,56.207115,10.056387,9.9215,68.85331,993294,60000,192.0,9884354,86.77205,1757485770000,154.68689,100.84,54.087097,51.24041,-1,629426,,63030110,1.8135082,2025-09-10 11:58:13.186,2025-09-10 11:58:13.186,80.58768,3,0.0,7330891,0,132.33086,-1,87.810555,0.8828402,6975082,4593922,23.45,68.85331,59.523647,93.52861,79.611115,89.500015,54.57773,93.284676,5sl+lZ1Pby,89.177704,68.29167,1.0135953,2.65,0.0,220.0,99.84,com.sec.android.app.shealth,80.35307,86.77205,49.971252,19990000,,,98.77642,17571246,0,71.255196,49.384438,50d349f8-5b11-4b53-ae13-8bff1d6dbce9,56.93379,2025-09-10 00:00:00.000,0,1.1666666,0.8333333,
180003,77.24961,63030110,58.98767,12.284371,10.450977,81.55696,1192055,60000,192.0,10061259,99.93202,1757569800000,163.42139,100.84,54.166183,51.31533,-1,286113,,63030110,0.92773205,2025-09-11 11:01:35.183,2025-09-11 11:01:35.183,83.12247,3,0.0,7952842,0,125.852806,-1,92.958694,0.77656674,7404547,4896312,23.716667,81.55696,56.57317,98.90834,88.22223,92.16667,55.117073,96.2005,5sl+lZ1Pby,83.29264,77.27778,1.175428,2.65,0.0,220.0,99.84,com.sec.android.app.shealth,86.99441,99.93202,55.18388,22420000,,,84.47432,18566192,0,72.00656,49.8602,3e2c090e-c887-4e99-8f68-2e279c534964,57.017036,2025-09-11 00:00:00.000,0,1.1666666,0.8333333,
180003,78.24652,63030110,66.05999,10.708378,9.269729,75.431305,709729,60000,192.0,9117861,92.57164,1758085350000,172.84003,100.84,55.000927,52.10614,-1,86589,,63030110,0.11249995,2025-09-17 10:40:32.242,2025-09-17 10:40:32.242,78.934326,3,0.0,7573280,0,125.935455,-1,96.01436,0.9960578,7342521,5117787,22.7,75.431305,59.218254,93.86988,93.33334,83.5,52.54257,97.63762,5sl+lZ1Pby,78.317764,77.291664,1.1551986,2.65,0.0,220.0,99.84,com.sec.android.app.shealth,98.4229,92.57164,50.027676,22425000,,,86.032135,17242592,0,68.42459,47.58812,c9d389ad-9a82-480f-867a-11fe0a857c58,57.895714,2025-09-17 00:00:00.000,0,1.1666666,0.8333333,
180003,83.785355,63030110,81.828835,8.102697,9.112011,77.72592,485931,60000,192.0,4651473,98.83703,1758432330000,-1.0,0.0,56.90437,53.9094,-1,0,,63030110,0.82500005,2025-09-21 10:40:59.538,2025-09-21 10:40:59.538,84.03865,3,0.0,7217023,0,-1.0,-1,98.090225,0.915537,7185104,4998221,21.433332,77.72592,60.58042,-1.0,96.80557,77.166664,51.05506,94.63765,5sl+lZ1Pby,86.31836,87.5,0.88923264,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,88.43458,98.83703,52.103542,25800000,,,90.03094,16916730,0,66.36026,46.274086,e04cdbf8-e6c8-456b-96b4-346b0087d8c1,59.899338,2025-09-21 00:00:00.000,0,1.1666666,0.8333333,
180003,94.9532,63030110,96.67743,9.143547,9.280795,72.37981,494349,60000,192.0,5851958,73.64868,1758519600000,141.8483,100.84,57.880642,54.83429,-1,786300,,63030110,0.78782207,2025-09-22 10:55:11.970,2025-09-22 10:55:11.970,79.98213,3,0.0,7122853,0,135.9986,-1,95.267044,0.94708997,7212342,4984951,23.366667,72.37981,62.9823,86.386444,92.08334,88.666664,46.204456,81.16461,5sl+lZ1Pby,81.70274,83.77778,0.9852116,2.65,0.0,220.0,99.84,com.sec.android.app.shealth,88.955765,73.64868,37.81816,24760000,,,98.66904,17124232,0,59.657207,41.982353,aae881f7-10af-409c-86b0-a47eac643881,60.92699,2025-09-22 00:00:00.000,0,1.1666666,0.8333333,
180003,80.53972,63030110,80.15936,7.464098,8.762436,79.3239,201339,60000,192.0,4164947,97.23447,1758606720000,-1.0,0.0,57.94594,54.89615,-1,0,,63030110,0.77408105,2025-09-23 11:25:20.285,2025-09-23 11:25:20.285,81.227806,3,0.0,6459621,0,-1.0,-1,96.51255,0.9392265,6776920,4673935,23.833334,79.3239,61.201923,-1.0,94.16666,93.333336,45.933567,89.29492,5sl+lZ1Pby,78.98522,81.666664,0.8518291,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,89.14839,97.23447,45.130383,24000000,,,86.66463,16135203,0,59.284187,41.742355,ddffe1f8-ee9f-4a9f-8387-88b323d85090,60.995724,2025-09-23 00:00:00.000,0,1.1666666,0.8333333,
180003,51.293045,63030110,24.983799,13.185701,9.886303,96.25204,803628,60000,192.0,15169414,79.9666,1758882240000,-1.0,0.0,57.081505,54.077217,-1,0,,63030110,0.76277035,2025-09-26 12:36:43.827,2025-09-26 12:36:43.827,76.276566,3,0.0,8117553,0,-1.0,-1,85.164505,0.90117645,7938435,5565723,3.3166666,96.25204,55.578545,-1.0,75.18518,78.416664,50.908424,99.66851,5sl+lZ1Pby,71.1089,83.520836,1.3337343,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,89.30696,79.9666,75.482925,24667500,,,74.96391,18497008,0,66.15698,46.1445,20e469d1-2d50-434f-8567-e2ea71969034,60.085796,2025-09-26 00:00:00.000,0,1.1666666,0.8333333,
180003,86.12839,63030110,83.69955,10.076163,9.268627,94.094574,699074,60000,192.0,5015970,94.120575,1758958680000,-1.0,0.0,56.229206,53.26977,-1,0,,63030110,1.5103679,2025-09-27 14:57:51.950,2025-09-27 14:57:51.950,75.339,3,0.0,7460854,0,-1.0,-1,84.28243,0.7416268,7385082,5160611,4.15,94.094574,55.6,-1.0,73.8889,74.25,50.42184,98.802055,5sl+lZ1Pby,48.27412,76.78333,1.0871258,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,82.2477,94.120575,48.521553,22242000,,,92.158676,17283976,0,65.482735,45.714428,f2df2b03-f662-4045-8999-452156cf2fb9,59.188637,2025-09-27 00:00:00.000,0,1.1666666,0.8333333,
180003,80.77429,63030110,77.46802,11.282977,10.096064,90.3801,1098309,60000,192.0,8992649,93.724655,1759025940000,-1.0,0.0,58.215836,52.39425,-1,0,,63051050,1.2335587,2025-09-28 06:00:17.072,2025-09-28 01:19:11.124,78.79187,3,0.0,8463733,0,-1.0,-1,69.49385,0.36567163,8080128,5657073,21.85,90.3801,55.71642,-1.0,54.270844,79.25,51.39463,95.09289,5sl+lZ1Pby,44.429268,69.0,1.117562,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,83.97776,93.724655,57.363552,20160000,,,89.41941,18862724,0,66.83116,46.574135,f7b518a4-a30d-4deb-9c0a-7a6dd24f82eb,58.215836,2025-09-28 00:00:00.000,0,1.1666666,0.8333333,
180003,75.09216,63051050,70.647995,12.40361,10.154881,92.938354,1497281,60000,192.0,9710726,95.96937,1759129530000,191.0,100.84,56.27961,50.651646,-1,20000,,63051050,1.2691598,2025-09-29 06:39:00.950,2025-09-29 06:39:00.950,79.82244,3,0.0,9065103,0,125.5,-1,60.69397,0.4207858,8138588,5701416,0.51666665,92.938354,53.30116,92.48392,44.027786,99.83333,56.502644,88.94005,5sl+lZ1Pby,63.586372,69.825,1.2214433,2.65,0.0,192.0,99.84,com.sec.android.app.shealth,83.75525,95.96937,60.737263,20358000,,,81.7134,18984000,0,73.93899,51.08191,91074d9e-475a-4ee6-8328-581b0f500523,56.27961,2025-09-29 00:00:00.000,0,1.1666666,0.8333333,
180003,47.275803,63051050,46.339676,16.189646,11.427643,89.26164,2003575,88331,192.0,14157789,97.79488,1759216800000,191.0,110.44623,54.51471,49.063236,-1,158000,,63051050,1.2835238,2025-09-30 06:20:56.308,2025-09-30 06:20:56.308,79.17801,3,0.0,10526414,0,127.14557,-1,73.25244,0.8181818,9224388,6481754,1.1,89.26164,52.377434,87.17845,58.645844,94.0,60.37151,86.09128,5sl+lZ1Pby,75.72764,70.425,1.4167091,2.65,0.0,192.0,99.84,com.sec.android.app.shealth,83.665474,97.79488,62.84709,20502000,,,67.49618,21429112,0,79.351326,54.489304,d1930434-46bb-4843-8e54-f5c690e5890a,54.51471,2025-09-30 00:00:00.000,0,1.1666666,0.8333333,
180003,81.88976,63051050,80.72129,15.37463,11.948763,93.45976,2081156,68238,192.0,10292388,97.98923,1759304580000,191.0,108.286606,53.906662,48.515995,-1,141018,,63051050,1.2949369,2025-10-01 13:31:18.160,2025-10-01 13:31:12.702,85.05061,3,0.0,11038639,0,125.78173,-1,78.816666,0.72890025,9678883,6811180,1.2,93.45976,50.866413,87.106514,66.111115,93.0,60.81638,86.08469,5sl+lZ1Pby,79.971344,70.89584,1.2867131,2.65,0.0,192.0,99.84,com.sec.android.app.shealth,83.59415,97.98923,63.090466,20615000,,,77.79721,22440164,0,79.97521,54.880753,25c32ae3-9c1c-4598-9559-daac9d79a1a6,53.906662,2025-10-01 00:00:00.000,0,1.1666666,0.8333333,
180003,80.32505,63051050,82.51053,10.934128,11.483919,96.3065,1924962,60000,192.0,6232841,87.474236,1759480560000,191.0,100.84,52.77666,47.498993,-1,11000,,63051050,1.2901732,2025-10-03 08:04:12.121,2025-10-03 08:04:12.121,90.069435,3,0.0,10726546,0,123.0,-1,84.39954,0.6488889,9332048,6575907,1.1,96.3065,48.798534,88.37959,74.05556,94.0,60.972042,85.96954,5sl+lZ1Pby,86.81412,73.52084,0.95212513,2.65,0.0,192.0,99.84,com.sec.android.app.shealth,83.62392,87.474236,76.64946,21245000,,,95.69127,21596874,0,80.193565,55.01771,de18943f-8738-47aa-aefd-98e3b2636dc0,52.77666,2025-10-03 00:00:00.000,0,1.1666666,0.8333333,
180003,75.57255,63051050,78.043396,9.10224,10.751631,94.4142,1615262,60000,192.0,5234653,93.707054,1759563720000,-1.0,0.0,51.56474,46.408264,-1,0,,63051050,0.72937304,2025-10-04 07:03:51.215,2025-10-04 07:03:51.215,89.7948,3,0.0,9894120,0,-1.0,-1,91.24818,0.82125604,8712582,6132191,0.8,94.4142,48.32847,-1.0,85.361115,97.0,65.342094,88.953224,5sl+lZ1Pby,90.18341,79.708336,0.84659153,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,89.77514,93.707054,73.44486,23295000,,,86.19324,20195326,0,86.338806,58.85906,50c7540c-8e36-4d53-aa87-3e4ae1f46c63,51.56474,2025-10-04 00:00:00.000,0,1.1666666,0.8333333,
180003,86.36598,63051050,86.518555,10.912026,11.04814,45.064903,1662946,60000,192.0,8826309,46.578537,1759657920000,191.0,100.84,53.1213,47.80917,-1,255931,,63051050,0.39529696,2025-10-05 10:36:57.557,2025-10-05 10:36:57.557,62.992836,3,0.0,10210088,0,124.85147,-1,92.01209,0.6575682,8960526,6308972,3.15,45.064903,65.05578,92.00667,86.638885,79.25,61.05263,93.02345,5sl+lZ1Pby,77.65961,82.40278,0.98768,2.65,0.0,192.0,99.84,com.sec.android.app.shealth,94.45845,46.578537,38.168423,24265000,,,98.891205,20759940,0,80.30664,55.088615,0b940051-4c83-4f77-a559-217f19e7e0db,53.1213,2025-10-05 00:00:00.000,0,1.1666666,0.8333333,
180003,89.97463,63051050,93.86661,10.245949,10.780773,84.94623,1424568,60000,192.0,6897507,96.58206,1759730700000,-1.0,0.0,52.824047,47.54164,-1,0,,63051050,0.76117694,2025-10-06 05:30:38.233,2025-10-06 05:30:38.233,83.83735,3,0.0,9699189,0,-1.0,-1,86.99681,0.6312292,8720181,6132796,1.0666667,84.94623,51.517647,-1.0,78.25,94.33333,61.886723,92.016464,5sl+lZ1Pby,76.535,79.80556,0.95039093,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,89.3293,96.58206,65.889084,23330000,,,95.53518,20234046,0,81.47745,55.822273,2458e26a-5932-4757-be09-b2b703a7689f,52.824047,2025-10-06 00:00:00.000,0,1.1666666,0.8333333,
180003,99.12706,63051050,95.86014,10.693983,11.034986,95.60229,1426091,60000,192.0,7999022,94.51244,1759817520000,191.0,100.84,52.17579,46.95821,-1,19000,,63051050,0.79947895,2025-10-07 05:18:05.483,2025-10-07 05:18:05.483,92.12442,3,0.0,9975596,0,123.31579,-1,84.06769,0.8413793,8957753,6309357,22.95,95.60229,48.487904,95.4413,73.58333,84.75,62.955727,93.02835,5sl+lZ1Pby,85.2655,81.5,0.96909803,2.65,0.0,192.0,99.84,com.sec.android.app.shealth,88.79236,94.51244,69.64855,23940000,,,97.21883,20743118,0,82.97952,56.76221,0457eaac-d23c-4bc3-933c-792f99a9a998,52.17579,2025-10-07 00:00:00.000,0,1.1666666,0.8333333,
180003,71.69522,63051050,74.684326,8.624671,10.406208,97.96239,1199490,60000,192.0,4719858,90.693825,1759903260000,-1.0,0.0,51.546772,46.392094,-1,0,,63051050,0.79824257,2025-10-08 05:01:47.589,2025-10-08 05:01:47.589,88.16887,3,0.0,9417716,0,-1.0,-1,85.00398,0.46928746,8492372,5994882,23.233334,97.96239,47.092308,-1.0,74.91667,87.333336,65.14094,95.515015,5sl+lZ1Pby,85.932465,81.94444,0.82880056,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,88.80968,90.693825,77.42414,24100000,,,84.728035,19606204,0,86.05532,58.682392,f207689d-ced4-4b1d-86a4-a850daa23992,51.546772,2025-10-08 00:00:00.000,0,1.1666666,0.8333333,
180003,23.204712,63051050,75.56923,18.373959,12.684148,76.135925,2367870,307221,192.0,11112225,87.96292,1759998420000,191.0,121.49579,51.713295,46.541965,-1,3200911,,63051050,0.78688216,2025-10-09 08:01:29.532,2025-10-09 08:01:29.532,75.513504,3,0.0,11537761,0,154.64346,-1,84.607765,0.46205357,9676768,6632573,0.98333335,76.135925,52.712418,91.84616,74.35185,95.16667,64.24056,76.91478,5sl+lZ1Pby,86.53407,83.047615,1.4485765,2.65,0.0,192.0,99.84,com.sec.android.app.shealth,88.96894,87.96292,59.093746,24497142,,,64.62811,23223438,0,84.787155,57.891407,73c12b98-de47-414c-8e5c-6236d6365f37,51.713295,2025-10-09 00:00:00.000,0,1.1666666,0.8333333,
180003,87.96409,63051050,93.29754,14.59528,12.486443,81.54921,2141365,116611,192.0,7387201,95.371414,1760082690000,191.0,108.29755,52.131786,46.918606,-1,264853,,63051050,0.7698009,2025-10-10 07:05:52.650,2025-10-10 07:05:52.650,83.675934,3,0.0,11151525,0,128.89168,-1,84.363754,0.5228216,9555093,6558348,1.8333333,81.54921,51.72797,89.20715,74.00462,86.66667,63.2621,87.19644,5sl+lZ1Pby,81.39876,80.940475,1.1688901,2.65,0.0,192.0,99.84,com.sec.android.app.shealth,89.208405,95.371414,68.89628,23738571,,,84.86659,22890614,0,83.41035,57.031536,8cc52c0e-6860-486b-9305-d20fc02cdc59,52.131786,2025-10-10 00:00:00.000,0,1.1666666,0.8333333,
180003,61.05026,63051050,54.985268,15.1017475,12.798546,81.69379,2081840,60000,192.0,13714896,94.61853,1760255430000,-1.0,0.0,50.222584,45.200325,-1,0,,63051050,1.064871,2025-10-12 07:06:39.604,2025-10-12 07:06:39.604,85.8423,3,0.0,11247714,0,-1.0,-1,90.89943,0.96703297,9742530,6670880,23.5,81.69379,49.797253,-1.0,84.77779,90.0,67.447624,84.78546,5sl+lZ1Pby,96.97368,83.13889,1.1799581,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,85.0719,94.61853,64.94751,24530000,,,84.202515,23411378,0,89.30954,60.707523,bdbfa547-deff-4350-a0a8-c7575efab868,50.222584,2025-10-12 00:00:00.000,0,1.1666666,0.8333333,
180003,78.55502,63051050,75.94459,16.135197,13.475297,79.22206,2275683,254948,192.0,5134260,98.81112,1760335710000,191.0,113.33045,50.002472,45.002224,-1,2483176,,63051050,0.7521483,2025-10-13 05:24:42.737,2025-10-13 05:24:42.737,85.10388,3,0.0,11267953,0,155.72069,-1,90.102295,0.8300908,9832623,6598551,23.716667,79.22206,50.196968,96.89334,83.44444,92.16667,68.066666,82.946365,5sl+lZ1Pby,90.881805,85.72916,1.1973908,2.65,0.0,192.0,99.84,com.sec.android.app.shealth,89.45587,98.81112,69.601654,25375000,,,83.156555,24224240,0,90.18413,61.25071,0cd4c9b0-3ba1-4bc4-8807-bac95c30a70d,50.002472,2025-10-13 00:00:00.000,0,1.1666666,0.8333333,
180003,75.77414,63051050,84.664246,12.435814,12.855841,72.62478,2016944,60000,192.0,6280580,83.3367,1760422560000,191.0,102.89223,50.638763,45.574886,-1,8000,,63051050,0.84741896,2025-10-14 11:24:19.807,2025-10-14 05:22:08.927,85.867455,3,0.0,10749475,0,123.0,-1,90.91603,0.7953368,9417778,6332377,23.833334,72.62478,52.30566,90.49686,84.80556,93.333336,66.11857,84.52527,5sl+lZ1Pby,85.01856,87.8125,0.96732795,2.65,0.0,192.0,99.84,com.sec.android.app.shealth,88.1203,83.3367,58.512154,25875000,,,97.059525,23147816,0,87.43363,59.540916,873099db-2924-44c8-b5d3-c9f00d53bcd4,50.638763,2025-10-14 00:00:00.000,0,1.1666666,0.8333333,
180003,45.30719,63051050,54.52682,7.4382334,11.425494,84.75429,1405317,60000,192.0,1757270,91.11719,1760509230000,-1.0,0.0,51.105087,45.994576,-1,0,,63051050,0.89234984,2025-10-15 05:32:57.795,2025-10-15 05:32:57.795,81.25401,3,0.0,9086164,0,-1.0,-1,94.25401,0.40784314,8119099,5376981,23.966667,84.75429,49.890244,-1.0,90.388885,94.66667,63.28186,90.574326,5sl+lZ1Pby,84.24957,86.791664,0.6510207,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,87.49043,91.11719,59.513016,25630000,,,73.59186,20321528,0,83.43815,57.048916,eae3ec0d-396f-4f16-a789-0bc5f781e9d3,51.105087,2025-10-15 00:00:00.000,0,1.1666666,0.8333333,
180003,80.31935,63051050,90.26389,7.836238,10.901624,75.873,1229475,60000,192.0,5604154,94.51576,1760594520000,167.20636,100.84,50.994072,45.894665,-1,240000,,63051050,0.88581914,2025-10-16 05:07:13.087,2025-10-16 05:07:13.087,82.02826,3,0.0,8636945,0,125.799995,-1,94.03813,0.4814815,7761463,5145074,23.283333,75.873,52.046333,98.61932,90.02779,87.83333,63.669163,97.16733,5sl+lZ1Pby,85.528465,85.0,0.71881384,2.65,0.0,192.0,99.84,com.sec.android.app.shealth,87.58197,94.51576,61.297165,25200000,,,78.12883,19404398,0,83.98296,57.389313,4036df44-10a7-4ef1-94e5-9b7ea7b54a00,50.994072,2025-10-16 00:00:00.000,0,1.1666666,0.8333333,
